Gene	sgRNA	Vehicle|beta	Vehicle|z	Vehicle|p-value	Vehicle|fdr	Vehicle|wald-p-value	Vehicle|wald-fdr	APR|beta	APR|z	APR|p-value	APR|fdr	APR|wald-p-value	APR|wald-fdr
CDH26	4	0.084453	0.29705	0.64792	0.97218	0.76643	0.96904	0.2789	0.98107	0.20908	0.81084	0.32656	0.78402
CD8A	4	-0.072034	-0.38714	0.71669	0.98178	0.69865	0.96074	-0.031196	-0.16761	0.85427	0.99571	0.86689	0.96011
TLX3	4	0.03534	0.57449	0.84959	0.99121	0.56564	0.953	0.0099466	0.16168	0.99856	0.9999	0.87155	0.96125
DNAJC17	4	-0.20274	-0.544	0.33015	0.90242	0.58644	0.953	-0.335	-0.89347	0.17109	0.76044	0.37161	0.79752
GIMAP5	4	0.35545	1.2573	0.048329	0.46396	0.20864	0.95209	0.33506	1.1844	0.12957	0.70243	0.23627	0.76342
PRR30	4	0.12845	0.62943	0.48349	0.94713	0.52907	0.953	0.075765	0.37087	0.7676	0.98665	0.71073	0.90913
C2orf47	4	-0.33719	-1.5257	0.13634	0.73003	0.12709	0.95209	-0.30671	-1.3877	0.20371	0.80431	0.16523	0.75718
SLC35F3	4	0.044175	0.25196	0.81245	0.99079	0.80107	0.97454	0.015246	0.086934	0.9827	0.99975	0.93072	0.97851
RAB41	4	0.20883	1.1439	0.24866	0.85353	0.25266	0.95209	0.26956	1.4767	0.22658	0.83303	0.13975	0.75718
LIN28A	4	0.24469	0.82061	0.17681	0.7927	0.41187	0.95209	0.38839	1.3048	0.077019	0.57259	0.19195	0.75718
RNF167	4	0.20409	0.75061	0.2593	0.86091	0.45289	0.95209	0.3274	1.2044	0.13808	0.71407	0.22845	0.76342
UCP1	4	0.013108	0.096925	0.94242	0.99564	0.92279	0.99142	-0.093259	-0.68842	0.65076	0.97922	0.49119	0.83046
TMBIM4	4	0.34371	1.3437	0.056484	0.50377	0.17905	0.95209	0.39982	1.5632	0.068516	0.54285	0.11801	0.75718
SLC12A5	4	0.0080665	0.057203	0.96455	0.99782	0.95438	0.9949	-0.011507	-0.081585	0.92273	0.9983	0.93498	0.98019
SNAP47	4	0.053687	0.25369	0.77193	0.98703	0.79973	0.97451	0.27288	1.2896	0.21977	0.82524	0.1972	0.75718
DUS1L	4	-0.10368	-0.96541	0.60064	0.966	0.33434	0.95209	0.063837	0.59448	0.81006	0.99184	0.55219	0.85186
TSPO2	4	0.1008	0.73905	0.58348	0.96482	0.45988	0.95209	0.040417	0.29628	0.89335	0.99668	0.76701	0.92754
KL	4	0.16261	0.42393	0.37182	0.91974	0.67162	0.96038	0.24394	0.63632	0.27715	0.87326	0.52457	0.84199
OR10G7	4	-0.0050508	-0.015573	0.97678	0.99782	0.98758	0.99917	0.38553	1.194	0.079455	0.58109	0.23246	0.76342
FAM114A1	4	0.15548	0.47788	0.39315	0.9255	0.63273	0.9548	0.15169	0.46593	0.51596	0.95879	0.64126	0.88174
FDCSP	4	-0.12894	-0.98285	0.52138	0.95364	0.32568	0.95209	0.040235	0.3069	0.89389	0.99668	0.75892	0.92449
EXOC7	4	-0.22912	-0.88762	0.28023	0.87272	0.37474	0.95209	-0.38828	-1.4981	0.12351	0.69173	0.13411	0.75718
TMEM179	4	-0.0035362	-0.019012	0.98354	0.99824	0.98483	0.99865	0.21868	1.1765	0.33219	0.90448	0.2394	0.76342
PHF2	4	-0.026522	-0.21377	0.89096	0.99291	0.83073	0.9789	-0.34015	-2.7387	0.16622	0.75429	0.006169	0.41634
controlguide584	1	0.11177	0.48787	0.76546	0.98621	0.62564	0.95408	0.1814	0.79179	0.67517	0.98042	0.42848	0.81552
RABL2B	4	0.10648	0.81934	0.5617	0.96113	0.41259	0.95209	0.0088541	0.068115	0.99572	0.9999	0.94569	0.98431
RAB2A	4	-0.19258	-1.16	0.35297	0.91457	0.24605	0.95209	-0.078741	-0.4747	0.69605	0.98295	0.635	0.87889
MESP1	4	-0.076381	-0.29847	0.70023	0.97921	0.76534	0.96904	0.38684	1.5281	0.078063	0.57657	0.12648	0.75718
SAT2	4	0.15597	0.88139	0.39146	0.9255	0.37811	0.95209	0.1316	0.7433	0.57737	0.96743	0.4573	0.82251
GSN	4	-0.030176	-0.28879	0.87669	0.99121	0.77275	0.9714	0.030136	0.28842	0.92885	0.9983	0.77302	0.93006
SEC14L6	4	0.034049	0.37717	0.85476	0.99121	0.70605	0.96138	-0.011816	-0.13077	0.92154	0.9983	0.89595	0.97114
SPATA7	4	-0.011731	-0.1979	0.95137	0.99635	0.84313	0.98029	-0.032438	-0.54718	0.84989	0.99563	0.58425	0.8619
OR6Y1	4	0.10821	0.7848	0.55469	0.95932	0.43257	0.95209	0.04357	0.316	0.88301	0.99658	0.75201	0.92256
PTPN9	4	0.15936	1.5317	0.38097	0.92205	0.12559	0.95209	-0.012751	-0.12247	0.9189	0.9983	0.90252	0.97311
CTIF	4	0.0020986	0.011616	0.9919	0.99905	0.99073	0.9994	0.088325	0.48903	0.7226	0.98372	0.62482	0.8761
CHADL	4	-0.05098	-0.25648	0.7943	0.99027	0.79758	0.97372	-0.12396	-0.62217	0.56036	0.96267	0.53383	0.84512
BPIFA1	4	-0.21122	-1.8591	0.3132	0.88851	0.063011	0.95209	0.063663	0.56074	0.81086	0.99184	0.57497	0.86024
KCNJ11	4	0.11143	1.0797	0.54296	0.95755	0.28028	0.95209	0.031577	0.30579	0.92408	0.9983	0.75977	0.92452
GRB14	4	0.031889	0.21482	0.86381	0.99121	0.82991	0.9789	0.17356	1.1695	0.45107	0.94425	0.2422	0.76466
FAM181B	4	0.64634	1.1352	0.0006961	0.023689	0.25628	0.95209	0.57838	1.0126	0.0090493	0.17268	0.31123	0.77894
CFAP70	4	0.26767	1.0671	0.13629	0.72996	0.28591	0.95209	0.012809	0.05086	0.99264	0.9999	0.95944	0.98955
LRIG3	4	0.10154	0.8785	0.58065	0.96482	0.37967	0.95209	0.019154	0.16561	0.96863	0.99892	0.86847	0.96039
ASPDH	4	0.25622	1.9285	0.15672	0.7694	0.053798	0.95209	0.13137	0.98765	0.57811	0.96785	0.32332	0.78316
ANKRD61	4	0.28507	1.1783	0.11048	0.67221	0.23866	0.95209	0.13792	0.57001	0.55604	0.9621	0.56867	0.85828
TRIM2	4	-0.049623	-0.29431	0.79937	0.99079	0.76852	0.96967	-0.29373	-1.7366	0.22061	0.82537	0.082465	0.75718
ATG16L2	4	0.061481	0.26068	0.7418	0.98289	0.79434	0.97321	0.37198	1.5778	0.092333	0.62378	0.11461	0.75718
ZNF454	4	-0.27208	-1.6106	0.21201	0.82237	0.10726	0.95209	0.055766	0.3302	0.84109	0.99366	0.74125	0.91922
RASL10B	4	0.13832	0.84786	0.44933	0.93873	0.39652	0.95209	0.090947	0.55742	0.71539	0.98372	0.57724	0.86094
L3MBTL1	4	0.13912	0.61727	0.4459	0.9371	0.53706	0.953	0.1434	0.63612	0.54037	0.96014	0.5247	0.84213
COBLL1	4	0.14399	0.97565	0.43158	0.93577	0.32924	0.95209	0.11048	0.74788	0.64568	0.9781	0.45454	0.82137
TRIM54	4	0.14539	0.70741	0.42696	0.93525	0.47931	0.95209	0.3464	1.6856	0.11734	0.6806	0.091869	0.75718
ZACN	4	0.0037295	0.024877	0.98513	0.99824	0.98015	0.99834	-0.13969	-0.93128	0.51696	0.95926	0.35171	0.79589
GLRX	4	0.15571	1.6088	0.3923	0.9255	0.10767	0.95209	0.06656	0.68761	0.79932	0.99082	0.4917	0.83074
FAM175A	4	0.12182	0.84021	0.50452	0.94974	0.40079	0.95209	0.16476	1.1364	0.47703	0.94736	0.2558	0.76684
UBE2G1	4	0.33516	1.23	0.061655	0.52321	0.21868	0.95209	0.3214	1.1792	0.14509	0.72576	0.2383	0.76342
FAT3	4	0.16928	0.55635	0.35282	0.91457	0.57797	0.953	0.20583	0.67641	0.36337	0.91591	0.49878	0.83369
SNX24	4	0.042971	0.35355	0.81762	0.99079	0.72368	0.96533	-0.14288	-1.1704	0.50925	0.95868	0.24184	0.76466
DBNDD2	4	-0.082656	-0.35421	0.67472	0.97546	0.72318	0.96533	-0.23475	-1.0008	0.31354	0.89663	0.3169	0.78121
CAT	4	-0.094998	-0.76934	0.62957	0.96924	0.44169	0.95209	-0.083792	-0.67814	0.67949	0.98105	0.49768	0.83322
MCTP1	4	-0.10546	-0.37288	0.59517	0.966	0.70924	0.96138	0.35772	1.2828	0.10596	0.65894	0.19957	0.75718
CSRP1	4	-0.149	-0.6142	0.46191	0.94406	0.53908	0.953	-0.074211	-0.30601	0.71147	0.98372	0.75959	0.92449
ACOXL	4	0.093382	0.48852	0.61197	0.96708	0.62518	0.95408	0.1056	0.55227	0.66304	0.98028	0.58077	0.8611
DPEP2	4	-0.02234	-0.26871	0.90782	0.9939	0.78815	0.97276	-0.074764	-0.89921	0.70987	0.98372	0.36854	0.79752
OR6F1	4	-0.10449	-0.98799	0.5979	0.966	0.32316	0.95209	0.048333	0.4572	0.86739	0.99571	0.64753	0.8839
POU4F2	4	0.19241	0.80284	0.28819	0.87647	0.42207	0.95209	0.34714	1.4493	0.11695	0.6806	0.14726	0.75718
C6orf222	4	-0.11352	-0.48747	0.56951	0.96166	0.62592	0.95408	0.013598	0.058416	0.98926	0.9999	0.95342	0.98724
C11orf30	4	-0.23521	-0.70433	0.26909	0.86647	0.48122	0.95209	0.18405	0.56233	0.42283	0.93422	0.57389	0.85968
USO1	4	0.57096	0.51508	0.0020386	0.053385	0.6065	0.953	0.67905	0.61443	0.0032816	0.084507	0.53893	0.84711
PCDHA5	4	0.54015	1.219	0.0034805	0.079909	0.22285	0.95209	0.36225	0.81291	0.10123	0.64779	0.41627	0.81215
CSF1	4	0.0057065	0.015752	0.97608	0.99782	0.98743	0.99917	0.18539	0.51259	0.4191	0.93422	0.60824	0.86959
SLC9A6	4	-0.00047733	-0.0019231	0.99657	0.9998	0.99847	0.9996	0.11046	0.44542	0.64578	0.9781	0.65602	0.88714
GPR135	4	-0.17675	-1.6118	0.38997	0.9255	0.107	0.95209	0.012755	0.11648	0.99299	0.9999	0.90728	0.97427
TET2	4	-0.02926	-0.13839	0.88067	0.99127	0.88993	0.9851	-0.21736	-1.0258	0.34467	0.909	0.30498	0.77557
C5orf47	4	0.17026	1.0408	0.35014	0.91378	0.29796	0.95209	0.0859	0.52483	0.73111	0.98372	0.5997	0.86761
CLDN16	4	0.16426	0.76298	0.36744	0.91796	0.44547	0.95209	0.38359	1.7831	0.081245	0.58798	0.07457	0.75718
PTBP1	4	-0.19199	-1.1992	0.35442	0.91513	0.23043	0.95209	-0.31753	-1.9828	0.19153	0.7921	0.047385	0.75718
KIF1C	4	0.055294	0.43173	0.76541	0.98621	0.66594	0.9597	0.012449	0.097047	0.99413	0.9999	0.92269	0.97676
CNTD2	4	0.16301	0.78081	0.37062	0.91965	0.43491	0.95209	0.033859	0.16178	0.91612	0.9983	0.87148	0.96125
RPRM	4	-0.031704	-0.10714	0.87062	0.99121	0.91468	0.99036	0.16407	0.55566	0.47946	0.94736	0.57844	0.86094
RB1	4	0.17582	1.0894	0.33358	0.9052	0.27599	0.95209	0.19632	1.2163	0.38937	0.92581	0.22388	0.76334
CTSC	4	-0.086694	-0.21537	0.6606	0.97443	0.82948	0.9789	0.16761	0.41773	0.46808	0.9467	0.67615	0.89342
TMSB15B	4	-0.022204	-0.082258	0.90816	0.99401	0.93444	0.9917	-0.11871	-0.4384	0.57483	0.96615	0.66109	0.88787
ARL11	4	-0.1317	-0.43721	0.51198	0.95138	0.66196	0.95945	-0.027809	-0.092403	0.86635	0.99571	0.92638	0.97739
SMAD9	4	-0.022588	-0.12566	0.90667	0.99363	0.9	0.98702	-0.026928	-0.14969	0.86948	0.99571	0.88101	0.96439
PLXNB1	4	0.032759	0.11355	0.86023	0.99121	0.9096	0.98965	0.25657	0.88946	0.2501	0.85222	0.37376	0.79752
NPHP4	4	-0.07072	-0.48728	0.72206	0.98178	0.62606	0.95408	-0.061286	-0.42212	0.75333	0.98514	0.67294	0.89304
ZNF17	4	0.061924	0.26665	0.74011	0.98289	0.78974	0.9728	-0.19242	-0.82666	0.39544	0.9275	0.40843	0.80923
KLKB1	4	-0.0067159	-0.034774	0.97022	0.99782	0.97226	0.99761	0.21396	1.1086	0.34323	0.90833	0.2676	0.76828
DDX31	4	-0.15953	-1.5772	0.43298	0.93584	0.11476	0.95209	0.049726	0.4918	0.86292	0.99571	0.62286	0.87519
CEP131	4	0.083766	0.59988	0.65135	0.97318	0.54858	0.953	0.15676	1.1227	0.50199	0.95644	0.26157	0.76791
ACSM2A	4	-0.15838	-0.6819	0.43586	0.93584	0.4953	0.95281	0.27682	1.1953	0.21211	0.81536	0.23197	0.76342
IL17A	4	0.014413	0.26121	0.9377	0.99564	0.79393	0.97321	0.09042	1.6387	0.71654	0.98372	0.10127	0.75718
TIGD4	4	0.13656	0.5617	0.45625	0.94317	0.57432	0.953	0.20303	0.8351	0.37152	0.91949	0.40366	0.80837
MED13L	4	0.30588	1.4508	0.086864	0.61189	0.14684	0.95209	0.11501	0.54537	0.63022	0.974	0.5855	0.86255
MYNN	4	0.21812	1.2003	0.22827	0.83798	0.23002	0.95209	0.20982	1.154	0.35292	0.9126	0.24852	0.76583
KRT14	4	0.08937	0.40582	0.62739	0.96918	0.68487	0.96053	-0.072628	-0.32862	0.71594	0.98372	0.74244	0.91978
PLGLB2	4	-0.10016	-0.34719	0.61108	0.96708	0.72845	0.96644	-0.064166	-0.22237	0.74423	0.98514	0.82402	0.94536
USP6NL	4	0.089948	0.71631	0.6252	0.96918	0.4738	0.95209	0.055747	0.44392	0.84114	0.99366	0.6571	0.88731
NCSTN	4	-0.253	-1.2505	0.2402	0.84668	0.21112	0.95209	-0.10557	-0.52203	0.61376	0.97254	0.60165	0.86808
KLHL10	4	0.23521	0.65061	0.19337	0.80504	0.5153	0.953	0.42866	1.1876	0.052108	0.48362	0.235	0.76342
APOPT1	4	-0.11625	-0.40567	0.56121	0.96113	0.68498	0.96053	0.24105	0.84508	0.28282	0.87387	0.39806	0.80781
CCDC83	4	0.089372	0.74094	0.62739	0.96918	0.45873	0.95209	0.1923	1.5959	0.40081	0.9299	0.11052	0.75718
THOP1	4	0.46797	0.88997	0.010342	0.17672	0.37348	0.95209	0.53294	1.0137	0.016309	0.25542	0.31071	0.77856
APOBEC3B	4	0.089268	0.61527	0.62768	0.96918	0.53838	0.953	0.23122	1.5943	0.30464	0.88945	0.11088	0.75718
HIP1R	4	0.28078	1.238	0.11665	0.68919	0.21571	0.95209	0.2018	0.88927	0.3746	0.91949	0.37386	0.79752
TAS1R1	4	0.27497	1.0793	0.12505	0.70925	0.28045	0.95209	0.083065	0.3256	0.7406	0.98514	0.74473	0.92054
NDUFA12	4	-0.042031	-0.22652	0.82866	0.99079	0.8208	0.97863	0.047785	0.25774	0.86943	0.99571	0.79661	0.93682
SLX4	4	-0.13496	-0.25904	0.50119	0.94839	0.7956	0.97342	0.26954	0.52398	0.22668	0.83303	0.60029	0.86782
MIEN1	4	-0.44948	-1.5815	0.062898	0.52926	0.11376	0.95209	-0.33789	-1.1907	0.16846	0.7576	0.23377	0.76342
SKA2	4	-0.9062	-2.0484	0.0019889	0.052562	0.04052	0.95209	-1.0445	-2.3525	0.0019889	0.061538	0.018647	0.62608
ENTPD5	4	-0.37348	-1.1898	0.1078	0.66351	0.23414	0.95209	-0.60254	-1.9112	0.031573	0.37026	0.055982	0.75718
controlguide698	1	0.17303	0.37896	0.63514	0.97052	0.70471	0.96138	0.3512	0.76919	0.38365	0.92301	0.44178	0.81795
ZNF543	4	0.0060323	0.021669	0.97464	0.99782	0.98271	0.99846	-0.030699	-0.11009	0.8564	0.99571	0.91234	0.97457
JPH1	4	-0.018905	-0.059091	0.92189	0.99405	0.95288	0.9949	-0.09639	-0.3008	0.64126	0.97708	0.76357	0.92593
CHD8	4	-0.16551	-0.86414	0.41796	0.93142	0.38751	0.95209	-0.24404	-1.274	0.29579	0.88344	0.20266	0.76054
ANAPC7	4	-0.060381	-0.23124	0.7592	0.98621	0.81713	0.97844	-0.13959	-0.53412	0.5173	0.95926	0.59326	0.86513
PRAC2	4	-0.00427	-0.04799	0.97937	0.99823	0.96172	0.99612	0.035395	0.39774	0.911	0.9983	0.69083	0.89984
FAM162B	4	-0.098514	-0.44613	0.61744	0.9691	0.65551	0.95776	-0.14045	-0.63462	0.51521	0.95868	0.52567	0.84221
KIAA0895L	4	0.19785	0.59369	0.27426	0.86859	0.55272	0.953	0.26216	0.78692	0.2402	0.8452	0.43133	0.81657
IL1RL2	4	-0.11001	-0.80738	0.58139	0.96482	0.41944	0.95209	0.18984	1.3983	0.40722	0.93142	0.16202	0.75718
PCOLCE2	4	0.11147	0.50357	0.54281	0.95755	0.61456	0.95388	0.21386	0.96628	0.34338	0.90833	0.33391	0.78867
GABBR2	4	-0.043017	-0.26976	0.82503	0.99079	0.78734	0.97276	-0.059417	-0.37221	0.7592	0.98514	0.70974	0.9087
NANS	4	-0.11384	-0.96228	0.56807	0.96156	0.33591	0.95209	-0.24727	-2.0874	0.29032	0.87818	0.03685	0.75718
GPRC5D	4	-0.054518	-0.22382	0.78137	0.98874	0.8229	0.97872	-0.051815	-0.21264	0.78346	0.98889	0.83161	0.94871
KISS1R	4	-0.029471	-0.19719	0.87972	0.99121	0.84368	0.98029	0.14706	0.98547	0.52963	0.95969	0.3244	0.78316
APOL6	4	0.093876	0.47447	0.61063	0.96708	0.63517	0.9548	0.14836	0.74988	0.52655	0.95969	0.45333	0.82137
TMEM246	4	0.16424	0.78761	0.36749	0.91796	0.43093	0.95209	0.21871	1.0489	0.33214	0.90448	0.29425	0.77218
RABGAP1L	4	-0.061517	-0.26058	0.75447	0.98621	0.79441	0.97321	0.1244	0.52784	0.59924	0.97076	0.59761	0.86718
TEKT5	4	0.26212	1.6647	0.14583	0.7509	0.095963	0.95209	0.16069	1.0203	0.48961	0.95074	0.30757	0.77661
RYR3	4	0.13192	0.77553	0.47136	0.94569	0.43803	0.95209	0.12806	0.75265	0.58746	0.96981	0.45166	0.82121
C16orf92	4	0.14444	0.37653	0.43004	0.93577	0.70652	0.96138	-0.034871	-0.090248	0.84139	0.99366	0.92809	0.97813
POF1B	4	0.22343	0.96198	0.21634	0.82763	0.33606	0.95209	0.36728	1.5831	0.09651	0.63482	0.11341	0.75718
CRISP2	4	0.20804	0.93965	0.25015	0.85353	0.3474	0.95209	0.11059	0.49876	0.64524	0.9781	0.61795	0.87326
PLAC8	4	-0.16313	-1.4959	0.42378	0.93442	0.13468	0.95209	-0.17072	-1.5654	0.44376	0.94205	0.1175	0.75718
controlguide535	1	0.27931	0.86198	0.41687	0.93116	0.3887	0.95209	0.055953	0.17268	0.90717	0.9983	0.86291	0.95896
C11orf54	4	0.087882	0.29849	0.6341	0.97025	0.76533	0.96904	-0.11965	-0.40315	0.5718	0.96527	0.68684	0.89745
FHAD1	4	0.27526	0.99222	0.1246	0.70811	0.32109	0.95209	-0.026072	-0.093733	0.87187	0.99571	0.92532	0.97711
CRYBB1	4	0.30376	1.6172	0.089051	0.6178	0.10584	0.95209	-0.31057	-1.6308	0.19884	0.7986	0.10294	0.75718
CDK4	4	0.11452	0.4889	0.53187	0.95726	0.62491	0.95408	0.078729	0.33539	0.75686	0.98514	0.73733	0.91786
EFCAB5	4	0.20234	1.2882	0.26323	0.86503	0.19768	0.95209	0.00058425	0.0037138	0.96465	0.99892	0.99704	0.99924
LAG3	4	0.0013156	0.0091536	0.99543	0.99975	0.9927	0.9994	0.23933	1.6659	0.28714	0.87686	0.095743	0.75718
MCOLN2	4	-0.057788	-0.47045	0.76919	0.98637	0.63803	0.9548	-0.068783	-0.55935	0.72971	0.98372	0.57592	0.8607
AP5B1	4	0.46142	1.4354	0.011386	0.1891	0.15118	0.95209	-0.027208	-0.084182	0.86849	0.99571	0.93291	0.97957
ZNF518A	4	0.065899	0.58249	0.72469	0.98197	0.56024	0.953	0.090639	0.80114	0.71624	0.98372	0.42305	0.81391
ERO1LB	4	0.069497	0.66896	0.71002	0.98063	0.50352	0.95281	-0.00030215	-0.0029084	0.96117	0.99892	0.99768	0.99952
C1QC	4	-0.028902	-0.38326	0.88211	0.99168	0.70153	0.96074	0.0097976	0.12992	0.99821	0.9999	0.89663	0.97117
JADE1	4	0.033443	0.19032	0.85725	0.99121	0.84906	0.98112	-0.15348	-0.87151	0.48275	0.94884	0.38348	0.80212
SPAG7	4	-0.043177	-0.34557	0.82438	0.99079	0.72967	0.96644	-0.26793	-2.1393	0.25771	0.85797	0.032415	0.75194
NXT2	4	0.29677	1.0168	0.096708	0.64076	0.30924	0.95209	0.36691	1.2572	0.096808	0.63482	0.20869	0.76078
TSN	4	-0.029713	-0.2764	0.87863	0.99121	0.78224	0.97214	-0.016926	-0.15745	0.90463	0.9983	0.87489	0.96252
NPM3	4	-0.2347	-1.4181	0.27004	0.86742	0.15617	0.95209	-0.21457	-1.2962	0.35143	0.91141	0.19491	0.75718
IVD	4	0.018686	0.16788	0.9204	0.99405	0.86668	0.98277	-0.025019	-0.22475	0.8755	0.99571	0.82217	0.94536
GSR	4	-0.10746	-1.0087	0.5894	0.96523	0.31311	0.95209	-0.099284	-0.93156	0.63231	0.97418	0.35156	0.79589
R3HCC1	4	-0.095387	-0.55039	0.62833	0.96918	0.58205	0.953	0.11585	0.67002	0.62729	0.97316	0.50284	0.83552
CTRL	4	-0.010613	-0.062878	0.95565	0.99704	0.94986	0.99468	-0.021699	-0.12854	0.88698	0.99665	0.89773	0.97142
EXPH5	4	-0.064758	-0.37629	0.74254	0.98289	0.7067	0.96138	-0.12596	-0.73069	0.55509	0.9621	0.46497	0.82429
TSG101	4	0.32611	0.50419	0.069461	0.55569	0.61413	0.95388	0.30366	0.46807	0.17084	0.76028	0.63973	0.88136
CALN1	4	0.17746	0.6896	0.32821	0.90128	0.49044	0.95281	0.01863	0.072254	0.97022	0.99898	0.9424	0.98299
NPDC1	4	-0.26545	-1.5899	0.22161	0.83091	0.11185	0.95209	-0.0097073	-0.058179	0.9285	0.9983	0.95361	0.98728
VCPKMT	4	-0.26062	-1.1082	0.22887	0.83798	0.2678	0.95209	-0.1775	-0.75546	0.42671	0.93573	0.44997	0.82025
OR8B12	4	0.12792	0.82974	0.48583	0.94713	0.40669	0.95209	0.1139	0.7387	0.63365	0.97491	0.46009	0.82283
ID1	4	-0.013666	-0.1656	0.94372	0.9957	0.86847	0.98277	0.056993	0.6907	0.83642	0.99366	0.48976	0.83012
CASZ1	4	-3.7199e-05	-0.0003039	0.99841	0.9998	0.99976	0.99991	-0.039811	-0.32521	0.82493	0.99267	0.74502	0.92061
controlguide812	1	0.46872	0.58984	0.17825	0.79367	0.55529	0.953	0.42908	0.53995	0.28858	0.87739	0.58923	0.86378
OSCAR	4	-0.086642	-0.40631	0.66085	0.97443	0.68451	0.96053	0.062089	0.29156	0.81578	0.99184	0.77062	0.92868
STON1	4	-0.16697	-0.76771	0.41388	0.9299	0.44266	0.95209	-0.10198	-0.46894	0.62425	0.97273	0.63911	0.88129
CBX8	4	0.027739	0.084892	0.88052	0.99127	0.93235	0.99148	0.27404	0.83956	0.21738	0.82196	0.40115	0.80781
ARPC3	4	-0.54642	-1.5335	0.031076	0.36635	0.12516	0.95209	-0.90252	-2.5123	0.0041766	0.10096	0.011994	0.53744
GRID2	4	0.067113	0.42798	0.72002	0.98178	0.66867	0.95996	-0.017204	-0.10967	0.90354	0.9983	0.91267	0.97466
ATP5O	4	-0.77741	-1.6652	0.0053699	0.11009	0.095877	0.95209	-0.92034	-1.9633	0.003928	0.098381	0.04961	0.75718
HECW2	4	-0.016073	-0.16677	0.93377	0.99564	0.86755	0.98277	-0.093655	-0.971	0.64956	0.97902	0.33155	0.78679
KRT13	4	0.074803	0.95415	0.68914	0.97799	0.34001	0.95209	0.086068	1.0978	0.73051	0.98372	0.27229	0.76839
NCK2	4	0.15237	1.365	0.40294	0.92744	0.17227	0.95209	0.13678	1.2249	0.56001	0.96267	0.22062	0.76209
BTN2A2	4	0.21288	1.6117	0.23981	0.84668	0.10703	0.95209	0.18453	1.3969	0.42149	0.93422	0.16245	0.75718
MIEF2	4	-0.00066072	-0.0048482	0.99572	0.9998	0.99613	0.9994	0.14019	1.0289	0.54853	0.96072	0.30353	0.77516
BHLHA9	4	0.079391	0.3613	0.67059	0.97443	0.71787	0.96353	0.096988	0.44112	0.69322	0.98292	0.65913	0.88731
FBN1	4	0.12521	1.1345	0.49354	0.94713	0.25658	0.95209	0.033927	0.30643	0.91587	0.9983	0.75928	0.92449
FST	4	-0.1253	-0.50881	0.53267	0.95726	0.61089	0.953	0.18657	0.76036	0.41637	0.93422	0.44704	0.81903
FAM155A	4	0.068367	0.39855	0.71425	0.98135	0.69023	0.96074	0.21116	1.2332	0.34974	0.91008	0.2175	0.76209
OAS1	4	0.18825	0.71373	0.29947	0.88059	0.4754	0.95209	0.3317	1.2585	0.13296	0.70706	0.20823	0.76078
OC90	4	0.15572	0.82345	0.39225	0.9255	0.41025	0.95209	0.098729	0.52179	0.6878	0.98159	0.60182	0.8681
GREB1L	4	0.15652	0.76947	0.39002	0.9255	0.44162	0.95209	0.010683	0.052505	0.99955	0.9999	0.95813	0.98896
EIF1B	4	0.076943	0.68384	0.68014	0.97598	0.49408	0.95281	-0.018857	-0.16743	0.89737	0.99713	0.86703	0.96011
CDY2B	4	-0.074166	-0.41606	0.70868	0.98061	0.67736	0.96049	-0.15921	-0.8912	0.46972	0.94688	0.37282	0.79752
POFUT2	4	-0.006222	-0.045876	0.97206	0.99782	0.96341	0.99661	0.062425	0.46029	0.81494	0.99184	0.64531	0.88343
PLEKHG1	4	0.52661	1.443	0.0042263	0.092795	0.14902	0.95209	0.2823	0.76992	0.20381	0.80431	0.44135	0.81795
GYPE	4	0.1169	0.66294	0.52232	0.95372	0.50737	0.95281	0.27494	1.5594	0.21544	0.82002	0.1189	0.75718
FIZ1	4	0.074395	0.61365	0.69093	0.97839	0.53945	0.953	0.075985	0.62643	0.76691	0.98665	0.53103	0.84381
CA14	4	0.084793	0.33017	0.64623	0.9713	0.74127	0.96644	-0.10074	-0.39103	0.62823	0.97372	0.69577	0.90228
DMD	4	0.0060794	0.087167	0.97454	0.99782	0.93054	0.99142	0.14321	2.0536	0.54067	0.96014	0.040018	0.75718
CORO2A	4	-0.23498	-1.526	0.26944	0.86662	0.12701	0.95209	0.20924	1.36	0.35461	0.91315	0.17383	0.75718
ZNF512	4	0.058327	0.29897	0.75423	0.98615	0.76496	0.96904	0.22959	1.1777	0.30803	0.89188	0.23893	0.76342
PCNXL3	4	-0.034289	-0.28263	0.86068	0.99121	0.77746	0.9719	0.0096539	0.079574	0.99791	0.9999	0.93658	0.98096
NFKBID	4	-0.0025563	-0.010845	0.98752	0.99824	0.99135	0.9994	0.17427	0.7403	0.44889	0.943	0.45912	0.82283
F7	4	0.018535	0.091834	0.92099	0.99405	0.92683	0.99142	0.17556	0.87088	0.44551	0.94243	0.38382	0.80252
SLAMF7	4	-0.018654	-0.10109	0.92303	0.99438	0.91948	0.99113	0.2384	1.2952	0.28893	0.87739	0.19526	0.75718
PTPN4	4	0.37782	1.712	0.036346	0.40033	0.086888	0.95209	0.20971	0.95021	0.35342	0.91261	0.34201	0.79316
RAX	4	-0.075208	-0.65872	0.7045	0.98055	0.51008	0.95296	-0.15817	-1.3849	0.47231	0.94736	0.16608	0.75718
GPRASP1	4	-0.011396	-0.069891	0.95276	0.99688	0.94428	0.99308	-0.082244	-0.50331	0.68412	0.98146	0.61475	0.87262
PAF1	4	-0.16127	-0.52468	0.4286	0.93531	0.59981	0.953	-0.11326	-0.36847	0.59159	0.96984	0.71252	0.90989
